TOVAR_ID,UPAC,MAKER,GROUP_ID,NAME
16850,900.0,БЕЛМЕДПРЕПАРАТЫ,11,Сердечно-сосудистые средства
16851,1.0,ФАРМАЦИЯ-АД (ФАРМАХИМ),4,Респираторные заболевания
16858,60.0,АЙ СИ ЭН ОКТЯБРЬ,11,Сердечно-сосудистые средства
16862,1.0,САМАРСКАЯ ОБЛ.СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ,14,Купирование отравлений и интонсикаций
16864,40.0,ОРГАНИКА,11,Сердечно-сосудистые средства
16865,1.0,ГРЮНЕНТАЛЬ ГМБХ/ЭКСПЕР.ПР-ВО МЕД-БИОЛ. П,3,"Противоревматические,анальгезирующие,жаропонижающие"
16866,96.0,ЭВАЛАР,12,"Средства,действующие на ЦНС"
16867,80.0,АКРИХИН,4,Респираторные заболевания
16871,0.0,БИОСИНТЕЗ,21,Анестезиология и реанимация
16872,0.0,ЛЭНС-ФАРМ ООО,4,Респираторные заболевания
16891,5.0,АПДЖОН (ФАРМАЦИЯ И АПДЖОН),5,Гормоны
16908,120.0,МОСХИМФАРМПРЕПАРАТЫ,12,"Средства,действующие на ЦНС"
16909,72.0,РОСТОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
16927,80.0,АКРИХИН,3,"Противоревматические,анальгезирующие,жаропонижающие"
16935,192.0,АКРИХИН,8,Синтетические антибактериальные препараты
16936,18.0,БЕЛМЕДПРЕПАРАТЫ,20,Антибиотики
16937,1.0,ТВЕРСКАЯ Ф. Ф-КА,7,Дерматология и венерология
16938,1.0,АКРИХИН,7,Дерматология и венерология
16939,1000.0,БОРИСОВСКИЙ ХФЗ,8,Синтетические антибактериальные препараты
16941,96.0,С-ПЕТЕРБУРГСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
16942,12.0,НИЖЕГОРОДСКИЙ З-Д АОЗТ,7,Дерматология и венерология
16943,1.0,С-ПЕТЕРБУРГСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
16945,1.0,ФАРМАЦИЯ-АД (ФАРМАХИМ),37,Антиаллергические препараты
16946,1.0,БРЫНЦАЛОВ,20,Антибиотики
16947,200.0,БОРИСОВСКИЙ ХФЗ,20,Антибиотики
16953,1.0,ПЕРМФАРМАЦИЯ ГОП,6,Противоопухолевые ср-ва
16954,96.0,С-ПЕТЕРБУРГСКАЯ Ф. Ф-КА,7,Дерматология и венерология
16955,1.0,НОВОСИБХИМФАРМ,10,Витамины и аналоги
16956,1000.0,ИРБИТСКИЙ ХФЗ,20,Антибиотики
16957,40.0,ДАЛЬХИМФАРМ,10,Витамины и аналоги
16958,50.0,АЙ СИ ЭН ОКТЯБРЬ,8,Синтетические антибактериальные препараты
16959,1.0,САМСОН,9,Ферменты и антиферменты
16960,750.0,ИРБИТСКИЙ ХФЗ,8,Синтетические антибактериальные препараты
16961,1.0,БИОМЕД ИМ.МЕЧНИКОВА,53,Акушерство и гинекология
16962,1.0,ХЕМОФАРМ,20,Антибиотики
16963,1.0,МДЖ. БИОФАРМ,20,Антибиотики
16964,1000.0,ФИТОФАРМ ПКФ (Г.АНАПА),3,"Противоревматические,анальгезирующие,жаропонижающие"
16965,1.0,АКРИХИН,7,Дерматология и венерология
16966,1.0,ГАЛИЧФАРМ,25,Фитопрепараты
16967,200.0,БИОСИНТЕЗ,7,Дерматология и венерология
16968,12.0,СКАТ ЛАБ.,29,Противопротозойные и противопаразит.
16969,1.0,АКРИХИН,7,Дерматология и венерология
16970,80.0,СОФАРМА (ФАРМАХИМ),3,"Противоревматические,анальгезирующие,жаропонижающие"
16971,45.0,МОСХИМФАРМПРЕПАРАТЫ,20,Антибиотики
16986,1.0,УФАВИТА,10,Витамины и аналоги
16987,192.0,ЩЕЛКОВ.ВИТ. З-Д,10,Витамины и аналоги
16988,1.0,АЙ СИ ЭН ОКТЯБРЬ,10,Витамины и аналоги
16989,1.0,ЭББОТ,15,Коррекция метаболизма
16992,1.0,АЙ СИ ЭН ОКТЯБРЬ,11,Сердечно-сосудистые средства
16994,1.0,БОРИСОВСКИЙ ХФЗ,11,Сердечно-сосудистые средства
16997,1.0,ОЛАЙНФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
16998,1.0,ТАТХИМФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
16999,1.0,УФАВИТА,3,"Противоревматические,анальгезирующие,жаропонижающие"
17003,1.0,НАБРОС ФАРМА ПВТ. ЛТД.,18,Заболевания желудочно-киш.тракта
17004,1000.0,АЙ СИ ЭН ЛЕКСРЕДСТВА,15,Коррекция метаболизма
17007,380.0,УФАВИТА,10,Витамины и аналоги
17008,480.0,ЩЕЛКОВ.ВИТ. З-Д,30,Сульфаниламиды
17010,49.0,ТАТХИМФАРМ,19,"Антисептики,дезосредства,дезинсектанты"
17013,70.0,ИММУНОПР/МИКРОГЕН,34,Иммунокорректоры
17014,300.0,БИОМЕД ИМ.МЕЧНИКОВА,34,Иммунокорректоры
17015,10.0,РОССИЯ,31,"Бактерийные препараты,вакцины,сыворотки"
17017,864.0,АЛТАЙВИТАМИНЫ,11,Сердечно-сосудистые средства
17018,48.0,МОСКОВСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
17020,250.0,ПЛЕТХИКО ФАРМАСЬЮТИКАЛ,4,Респираторные заболевания
17026,250.0,ПЛЕТХИКО ФАРМАСЬЮТИКАЛ,4,Респираторные заболевания
17027,200.0,МОСКОВСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
17028,56.0,МОСКОВСКАЯ Ф. Ф-КА,60,"Сиропы,бальзамы,настойки"
17029,280.0,ИРБИТСКИЙ ХФЗ,8,Синтетические антибактериальные препараты
17030,790.0,ОРГАНИКА,20,Антибиотики
17031,600.0,ИРБИТСКИЙ ХФЗ,15,Коррекция метаболизма
17032,90.0,ФИТОФАРМ-НН Нижегор.з-д лек.пр-тов,4,Респираторные заболевания
17047,216.0,УПСА (БРИСТОЛ-МАЙЕРС СКВИББ),3,"Противоревматические,анальгезирующие,жаропонижающие"
17055,10.0,УПСА (БРИСТОЛ-МАЙЕРС СКВИББ),4,Респираторные заболевания
17056,144.0,СМИТКЛЯЙН БИЧЕМ,4,Респираторные заболевания
17072,0.0,ВЕКТОР,18,Заболевания желудочно-киш.тракта
17073,1.0,ВЕКТОР,12,"Средства,действующие на ЦНС"
17074,1.0,ВЕКТОР,18,Заболевания желудочно-киш.тракта
17075,150.0,АЙ СИ ЭН МАРБИОФАРМ,10,Витамины и аналоги
17077,1.0,БРИСТОЛ-МАЙЕРС СКВИББ ГМБХ,5,Гормоны
17111,1.0,СЛОВАКОФАРМА,12,"Средства,действующие на ЦНС"
17112,48.0,БУТС ХЕЛСКЕА ИНТ.,4,Респираторные заболевания
17113,1.0,ЛУГАНСКИЙ ХФЗ,15,Коррекция метаболизма
17114,250.0,ЭГИС,11,Сердечно-сосудистые средства
17115,150.0,ЭГИС,11,Сердечно-сосудистые средства
17118,1.0,ЛЕКХИМ (ХАРЬКОВ),11,Сердечно-сосудистые средства
17119,1.0,ХЕМОФАРМ,11,Сердечно-сосудистые средства
17121,10.0,ХОФФМАНН ЛЯ РОШ,12,"Средства,действующие на ЦНС"
17123,200.0,ЗДОРОВЬЕ (УКРАИНА),18,Заболевания желудочно-киш.тракта
17125,30.0,КИРОВСКАЯ Ф. Ф-КА,7,Дерматология и венерология
17126,216.0,БЕЛМЕДПРЕПАРАТЫ,3,"Противоревматические,анальгезирующие,жаропонижающие"
17127,40.0,АЛЛЕРГЕН,15,Коррекция метаболизма
17128,1.0,ВЕКТОР,12,"Средства,действующие на ЦНС"
17129,20.0,РАНБАКСИ ЛАБ.,9,Ферменты и антиферменты
17130,150.0,ЭГИС,11,Сердечно-сосудистые средства
17131,360.0,ФЕРМЕНТ,22,Офтальмология
17132,1.0,БИОМЕД ИМ.МЕЧНИКОВА,18,Заболевания желудочно-киш.тракта
17135,60.0,ЭВАЛАР,60,"Сиропы,бальзамы,настойки"
17228,1.0,ШЕРИНГ АГ,5,Гормоны
17229,35.0,ЭГИС,4,Респираторные заболевания
17230,240.0,ЭГИС,4,Респираторные заболевания
17231,48.0,СЛОВАКОФАРМА,4,Респираторные заболевания
17233,350.0,АЙ СИ ЭН ТОМСКИЙ ХФЗ,18,Заболевания желудочно-киш.тракта
17238,50.0,ХОФФМАНН ЛЯ РОШ,7,Дерматология и венерология
17241,100.0,ХОФФМАНН ЛЯ РОШ,10,Витамины и аналоги
17243,10.0,ХОФФМАНН ЛЯ РОШ,10,Витамины и аналоги
17247,10.0,ГЕКСАЛ АГ (САЛЮТАС ФАРМА),10,Витамины и аналоги
17268,1.0,ВИЛАР,53,Акушерство и гинекология
17270,40.0,ДАЛЬХИМФАРМ,12,"Средства,действующие на ЦНС"
17280,10.0,ЛЕК,37,Антиаллергические препараты
17288,0.0,ГЕКСАЛ АГ (САЛЮТАС ФАРМА),3,"Противоревматические,анальгезирующие,жаропонижающие"
17289,200.0,ФАРМАСИНТЕЗ ОАО,11,Сердечно-сосудистые средства
17290,200.0,КАНОНФАРМА ПРОДАКШН ЗАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17295,1.0,КРКА,11,Сердечно-сосудистые средства
17297,190.0,МЕДИКА ЕАД (ФАРМАХИМ),18,Заболевания желудочно-киш.тракта
17299,900.0,МЕДИКА ЕАД (ФАРМАХИМ),3,"Противоревматические,анальгезирующие,жаропонижающие"
17300,28.0,МОСКОВСКАЯ Ф. Ф-КА,7,Дерматология и венерология
17301,48.0,МОСКОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
17309,24.0,САМАРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
17310,30.0,САМАРСКАЯ Ф. Ф-КА,7,Дерматология и венерология
17312,15.0,САМАРСКАЯ Ф. Ф-КА,7,Дерматология и венерология
17313,24.0,САМАРСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
17314,42.0,САМАРСКАЯ Ф. Ф-КА,29,Противопротозойные и противопаразит.
17315,100.0,ВИТАФАРМА (ГУП БАКПРЕП-В ИМ.ГАБРИЧЕВСКО),31,"Бактерийные препараты,вакцины,сыворотки"
17326,1.0,ОРАНИЕНБУРГЕР ФАРМАВЕРК (БИК ГУЛЬДЕН),11,Сердечно-сосудистые средства
17328,84.0,НИХФИ-ЕООД-ФАРМАХИМ,11,Сердечно-сосудистые средства
17329,1.0,АЛКАЛОИД (МАКЕДОНИЯ),29,Противопротозойные и противопаразит.
17330,40.0,ТРОЯФАРМ (ФАРМАХИМ),11,Сердечно-сосудистые средства
17334,10.0,ГЕКСАЛ АГ (САЛЮТАС ФАРМА),11,Сердечно-сосудистые средства
17336,100.0,УПСА (БРИСТОЛ-МАЙЕРС СКВИББ),3,"Противоревматические,анальгезирующие,жаропонижающие"
17349,10.0,ВОРОНЕЖФАРМАЦИЯ,14,Купирование отравлений и интонсикаций
17350,150.0,ПАРТНЕР АО,31,"Бактерийные препараты,вакцины,сыворотки"
17381,1.0,АЙ СИ ЭН ОКТЯБРЬ,10,Витамины и аналоги
17382,140.0,САНИТАС,11,Сердечно-сосудистые средства
17383,1.0,ЭКСПАНФОРМ,44,Средства по уходу за ротовой полостью
17384,200.0,БЕЛМЕДПРЕПАРАТЫ,18,Заболевания желудочно-киш.тракта
17385,10.0,ХЕХСТ МАРИОН РУССЕЛЬ,11,Сердечно-сосудистые средства
17390,0.0,ЮНИФАРМ,10,Витамины и аналоги
17396,186.0,КРКА/СОТЕКС,20,Антибиотики
17406,24.0,ЮНИФАРМ,10,Витамины и аналоги
17414,24.0,ЮНИФАРМ,10,Витамины и аналоги
17417,10.0,КРКА/СОТЕКС,11,Сердечно-сосудистые средства
17422,20.0,ИВАНОВСКАЯ Ф. Ф-КА,4,Респираторные заболевания
17426,60.0,ЛЕК/СОТЕКС,17,Урология и андрология
17430,42.0,ТАТХИМФАРМ,43,Противовирусные ср-ва
17431,10.0,ВЕКТОР,3,"Противоревматические,анальгезирующие,жаропонижающие"
17432,24.0,САМАРСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
17435,25.0,МЕРК (ГЕРМАНИЯ),10,Витамины и аналоги
17437,40.0,ФАРМА,11,Сердечно-сосудистые средства
17442,240.0,БЕЛМЕДПРЕПАРАТЫ,3,"Противоревматические,анальгезирующие,жаропонижающие"
17443,650.0,ИРБИТСКИЙ ХФЗ,11,Сердечно-сосудистые средства
17445,80.0,БРЫНЦАЛОВ,12,"Средства,действующие на ЦНС"
17450,50.0,НИКОМЕД,4,Респираторные заболевания
17452,36.0,ВИФИТЭХ,4,Респираторные заболевания
17453,20.0,МОСКОВСК.ЭНДОКР.З-Д,12,"Средства,действующие на ЦНС"
17454,600.0,СТИ-ВОСТОК,20,Антибиотики
17457,110.0,ВЕРОФАРМ (БЕЛГОРОД),50,Диуретики
17461,30.0,АПДЖОН (ФАРМАЦИЯ И АПДЖОН),10,Витамины и аналоги
17462,30.0,РОСБИО ООО,19,"Антисептики,дезосредства,дезинсектанты"
17464,0.0,СЕАРЛЕ,3,"Противоревматические,анальгезирующие,жаропонижающие"
17466,18.0,ПЛИВА,11,Сердечно-сосудистые средства
17490,200.0,РОЗФАРМ,50,Диуретики
17498,10.0,КОНПО,31,"Бактерийные препараты,вакцины,сыворотки"
17500,40.0,ОРГАНИКА,12,"Средства,действующие на ЦНС"
17502,12.0,САГМЕЛ,4,Респираторные заболевания
17504,12.0,ПЕТРОВАКС НМЦ,34,Иммунокорректоры
17505,10.0,ГЕКСАЛ АГ (САЛЮТАС ФАРМА),12,"Средства,действующие на ЦНС"
17507,1.0,БИОХИМИК,10,Витамины и аналоги
17508,130.0,БИОХИМИК,12,"Средства,действующие на ЦНС"
17509,100.0,БИОХИМИК,20,Антибиотики
17510,120.0,БИОХИМИК,10,Витамины и аналоги
17511,600.0,АЙ СИ ЭН ТОМСКИЙ ХФЗ,20,Антибиотики
17512,10.0,КРКА,8,Синтетические антибактериальные препараты
17513,10.0,АЛЬФА ВАССЕРМАН,11,Сердечно-сосудистые средства
17516,200.0,АУРОБИНДО ФАРМА (ИНДИЯ),4,Респираторные заболевания
17517,200.0,АУРОБИНДО ФАРМА (ИНДИЯ),4,Респираторные заболевания
17518,100.0,Ю СИ БИ,12,"Средства,действующие на ЦНС"
17521,48.0,КРАСНОДАРСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
17522,1000.0,БИОСИНТЕЗ,10,Витамины и аналоги
17523,10.0,ХЕМОФАРМ,4,Респираторные заболевания
17524,10.0,ХЕМОФАРМ,4,Респираторные заболевания
17534,40.0,АКОС (СИНТЕЗ),12,"Средства,действующие на ЦНС"
17535,42.0,ФИТОФАРМ-НН Нижегор.з-д лек.пр-тов,29,Противопротозойные и противопаразит.
17536,20.0,КРАСНОДАРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
17537,1.0,ЗЕНЕКА,12,"Средства,действующие на ЦНС"
17538,8.0,БЕРЛИН-ХЕМИ АГ (ГРУППА МЕНАРИНИ),38,Противодиабетические средства
17539,400.0,РУСИЧИ ФАРМА,20,Антибиотики
17541,20.0,ИВАНОВСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
17543,55.0,МОСХИМФАРМПРЕПАРАТЫ,12,"Средства,действующие на ЦНС"
17544,10.0,ЯНССЕН СИЛАГ,18,Заболевания желудочно-киш.тракта
17545,0.0,РОН-ПУЛЕНК РОРЕР (АВЕНТИС),4,Респираторные заболевания
17547,200.0,РУДАЗ ООО ПКФ,3,"Противоревматические,анальгезирующие,жаропонижающие"
17551,1.0,Ю СИ БИ,12,"Средства,действующие на ЦНС"
17552,40.0,КРАСНОДАРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
17554,100.0,ЧУМАКОВА М.П. ГУП ИПВЭ,4,Респираторные заболевания
17555,10.0,ПЯТИГОРСКАЯ Ф. Ф-КА,4,Респираторные заболевания
17556,78.0,КОНПО,21,Анестезиология и реанимация
17576,200.0,ТАЛЛИНСКИЙ ФАРМЗАВОД,30,Сульфаниламиды
17578,15.0,ХОФФМАНН ЛЯ РОШ,10,Витамины и аналоги
17582,10.0,ИМБИО (НИЖЕГОРОДСКОЕ ГП БАКПРЕПАРАТОВ),34,Иммунокорректоры
17584,6.0,БРЫНЦАЛОВ А,6,Противоопухолевые ср-ва
17585,10.0,ЭЛИ ЛИЛЛИ,12,"Средства,действующие на ЦНС"
17603,400.0,РУСИЧИ ФАРМА,30,Сульфаниламиды
17608,12.0,ФЕРРОСАН,10,Витамины и аналоги
17609,12.0,ФЕРРОСАН,10,Витамины и аналоги
17610,0.0,ФЕРРОСАН,10,Витамины и аналоги
17611,24.0,ФЕРРОСАН,10,Витамины и аналоги
17612,10.0,ФЕРРОСАН,10,Витамины и аналоги
17613,10.0,ФЕРРОСАН,10,Витамины и аналоги
17614,10.0,ФЕРРОСАН,10,Витамины и аналоги
17654,10.0,СИФИ С.П.А.,22,Офтальмология
17656,24.0,ЮНИФАРМ,10,Витамины и аналоги
17660,100.0,ВЕРОФАРМ (БЕЛГОРОД),11,Сердечно-сосудистые средства
17661,80.0,БРЫНЦАЛОВ А,12,"Средства,действующие на ЦНС"
17664,50.0,БРЫНЦАЛОВ А,20,Антибиотики
17665,24.0,БРЫНЦАЛОВ А,6,Противоопухолевые ср-ва
17666,180.0,БРЫНЦАЛОВ А,11,Сердечно-сосудистые средства
17667,120.0,БРЫНЦАЛОВ А,43,Противовирусные ср-ва
17674,176.0,КАЗ-НИИ-ТЕХФОТОПРОЕКТ,7,Дерматология и венерология
17681,0.0,НИКОМЕД,12,"Средства,действующие на ЦНС"
17682,0.0,НИКОМЕД,11,Сердечно-сосудистые средства
17683,300.0,ФАРМАСИНТЕЗ ОАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17689,40.0,С-ПЕТЕРБУРГСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
17705,0.0,ХОФФМАНН ЛЯ РОШ,12,"Средства,действующие на ЦНС"
17706,10.0,ПРОМЕД,8,Синтетические антибактериальные препараты
17709,400.0,КИЕВСКИЙ ВИТАМ. З-Д,10,Витамины и аналоги
17717,72.0,ИПКА,10,Витамины и аналоги
17718,10.0,ИПКА,18,Заболевания желудочно-киш.тракта
17719,12.0,ИПКА,10,Витамины и аналоги
17720,12.0,ИПКА,10,Витамины и аналоги
17721,300.0,АКОС (СИНТЕЗ),22,Офтальмология
17727,100.0,СОЛВЕЙ,11,Сердечно-сосудистые средства
17729,400.0,СОЛКО-БАЗЕЛЬ (ШВЕЙЦАРИЯ),15,Коррекция метаболизма
17730,280.0,СОЛКО-БАЗЕЛЬ (ШВЕЙЦАРИЯ),15,Коррекция метаболизма
17731,10.0,СОЛКО-БАЗЕЛЬ (ШВЕЙЦАРИЯ),18,Заболевания желудочно-киш.тракта
17732,10.0,БРАУН МЕЛЬЗУНГЕН (АСТА МЕДИКА),15,Коррекция метаболизма
17734,60.0,ЕВРОПА-БИОФАРМ (Г.ВОЛГОГРАД),18,Заболевания желудочно-киш.тракта
17736,1200.0,ДАЛЬХИМФАРМ,4,Респираторные заболевания
17740,108.0,БРЫНЦАЛОВ А,20,Антибиотики
17741,400.0,АЙ СИ ЭН ОКТЯБРЬ,10,Витамины и аналоги
17744,42.0,АЙ СИ ЭН ЛЕКСРЕДСТВА,11,Сердечно-сосудистые средства
17746,10.0,ХЕМОФАРМ,18,Заболевания желудочно-киш.тракта
17747,10.0,БОРИСОВСКИЙ ХФЗ,17,Урология и андрология
17748,50.0,АЙ СИ ЭН ПОЛИФАРМ,11,Сердечно-сосудистые средства
17749,500.0,АЙ СИ ЭН ЛЕКСРЕДСТВА,3,"Противоревматические,анальгезирующие,жаропонижающие"
17750,128.0,АЙ СИ ЭН МАРБИОФАРМ,12,"Средства,действующие на ЦНС"
17751,104.0,АЙ СИ ЭН ОКТЯБРЬ,10,Витамины и аналоги
17752,100.0,АЙ СИ ЭН ТОМСКИЙ ХФЗ,30,Сульфаниламиды
17767,160.0,НОРТОН ХЕЛСКЕА (АЙВЕКС КОРП),3,"Противоревматические,анальгезирующие,жаропонижающие"
17773,88.0,ОРТАТ ЗАО,30,Сульфаниламиды
17775,105.0,ВЕКТОР,22,Офтальмология
17777,20.0,ИВАНОВСКАЯ Ф. Ф-КА,18,Заболевания желудочно-киш.тракта
17778,100.0,НОВОСИБИРСКИЙ З-Д МЕДПРЕП-В,11,Сердечно-сосудистые средства
17779,1500.0,РУСИЧИ ФАРМА,11,Сердечно-сосудистые средства
17780,0.0,БОРЩАГОВСКИЙ ХФЗ,17,Урология и андрология
17781,200.0,АКРИХИН,12,"Средства,действующие на ЦНС"
17797,20.0,ЭКОЛАБ,19,"Антисептики,дезосредства,дезинсектанты"
17799,124.0,ФАРМА,43,Противовирусные ср-ва
17804,50.0,БИОСИНТЕЗ,20,Антибиотики
17805,200.0,БРЫНЦАЛОВ,20,Антибиотики
17809,500.0,ТАТХИМФАРМ,4,Респираторные заболевания
17816,120.0,МОСКОВСКАЯ Ф. Ф-КА,38,Противодиабетические средства
17819,50.0,ГАЛИЧФАРМ,4,Респираторные заболевания
17820,190.0,БЕЛМЕДПРЕПАРАТЫ,20,Антибиотики
17821,210.0,БЕЛМЕДПРЕПАРАТЫ,34,Иммунокорректоры
17822,240.0,БЕЛМЕДПРЕПАРАТЫ,50,Диуретики
17827,25.0,НОВОСИБХИМФАРМ,14,Купирование отравлений и интонсикаций
17828,200.0,ФАРМАГЕН,10,Витамины и аналоги
17829,24.0,МОСКОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
17830,42.0,ФИТОФАРМ-НН Нижегор.з-д лек.пр-тов,7,Дерматология и венерология
17831,20.0,НИЖЕГОРОДСКИЙ З-Д АОЗТ,7,Дерматология и венерология
17835,100.0,ХЕМОФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
17844,300.0,МОСКОВСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
17847,80.0,ГЕКСАЛ АГ (САЛЮТАС ФАРМА),4,Респираторные заболевания
17848,152.0,ГЕКСАЛ АГ (САЛЮТАС ФАРМА),4,Респираторные заболевания
17892,60.0,АКОС (СИНТЕЗ),20,Антибиотики
17893,20.0,БИОСИНТЕЗ,10,Витамины и аналоги
17894,20.0,БИОСИНТЕЗ,11,Сердечно-сосудистые средства
17895,50.0,АКОС (СИНТЕЗ),20,Антибиотики
17898,210.0,БЕЛМЕДПРЕПАРАТЫ,34,Иммунокорректоры
17899,10.0,БИОНОРИКА,4,Респираторные заболевания
17900,40.0,ХЕМОФАРМ,20,Антибиотики
17904,15.0,БИОСИНТЕЗ,14,Купирование отравлений и интонсикаций
17905,192.0,ЩЕЛКОВ.ВИТ. З-Д,10,Витамины и аналоги
17922,200.0,ИТМК ООО,19,"Антисептики,дезосредства,дезинсектанты"
17926,30.0,КИРОВСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
17927,800.0,ЩЕЛКОВ.ВИТ. З-Д,11,Сердечно-сосудистые средства
17928,30.0,ХОФФМАНН ЛЯ РОШ,10,Витамины и аналоги
17929,50.0,С-ПЕТЕРБУРГ,9,Ферменты и антиферменты
17931,25.0,АЙ СИ ЭН ОКТЯБРЬ,10,Витамины и аналоги
17932,100.0,АЙ СИ ЭН ПОЛИФАРМ,11,Сердечно-сосудистые средства
17933,100.0,АЙ СИ ЭН ПОЛИФАРМ,11,Сердечно-сосудистые средства
17934,150.0,БИОСИНТЕЗ,11,Сердечно-сосудистые средства
17935,50.0,БИОСИНТЕЗ,11,Сердечно-сосудистые средства
17936,1.0,АЙ СИ ЭН ТОМСКИЙ ХФЗ,43,Противовирусные ср-ва
17937,1.0,АКОС (СИНТЕЗ),7,Дерматология и венерология
17949,10.0,ПЛИВА,20,Антибиотики
17952,150.0,СТИРОЛ КОНЦЕРЦ ОАО,10,Витамины и аналоги
17953,720.0,СТИРОЛ КОНЦЕРЦ ОАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17954,10.0,СТИРОЛ КОНЦЕРЦ ОАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17955,120.0,СТИРОЛ КОНЦЕРЦ ОАО,10,Витамины и аналоги
17956,120.0,СТИРОЛ КОНЦЕРЦ ОАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17957,450.0,СТИРОЛ КОНЦЕРЦ ОАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17958,180.0,БРЫНЦАЛОВ А,12,"Средства,действующие на ЦНС"
17959,10.0,СТИРОЛ КОНЦЕРЦ ОАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17960,10.0,СТИРОЛ КОНЦЕРЦ ОАО,37,Антиаллергические препараты
17961,30.0,ЧУВАШСКАЯ Ф. Ф-КА,7,Дерматология и венерология
17962,20.0,НИЖЕГОРОДСКИЙ З-Д АОЗТ,3,"Противоревматические,анальгезирующие,жаропонижающие"
17963,0.0,НИКОМЕД,10,Витамины и аналоги
17965,10.0,СТИРОЛ КОНЦЕРЦ ОАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
17966,1.0,АРЦНАЙМИТТЕЛЬВЕРК ДРЕЗДЕН (АСТА МЕДИКА),12,"Средства,действующие на ЦНС"
17971,10.0,ОРГАНОН,12,"Средства,действующие на ЦНС"
17974,56.0,ЮНИК ФАРМАСЬЮТИКЕЛ,15,Коррекция метаболизма
17975,240.0,БРЫНЦАЛОВ А,20,Антибиотики
17976,50.0,БРЫНЦАЛОВ А,20,Антибиотики
17977,120.0,АЙ СИ ЭН ЛЕКСРЕДСТВА,12,"Средства,действующие на ЦНС"
17980,50.0,ФЕРЕЙН-1 ЗАО,60,"Сиропы,бальзамы,настойки"
17981,20.0,ФЕРЕЙН-1 ЗАО,60,"Сиропы,бальзамы,настойки"
17982,35.0,КРАСНОДАРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
17983,1050.0,МЕДИКА АД,3,"Противоревматические,анальгезирующие,жаропонижающие"
17989,50.0,С-П.НИИ ВАКЦИН И СЫВОРОТОК И ППБП,4,Респираторные заболевания
17992,45.0,ТРОЯФАРМ (ФАРМАХИМ),3,"Противоревматические,анальгезирующие,жаропонижающие"
17993,10.0,БИОМЕД НПО (Г. ПЕРМЬ),34,Иммунокорректоры
18012,200.0,ГЕДЕОН РИХТЕР,11,Сердечно-сосудистые средства
18013,200.0,ГЕДЕОН РИХТЕР,11,Сердечно-сосудистые средства
18014,200.0,ГЕДЕОН РИХТЕР,11,Сердечно-сосудистые средства
18015,100.0,ЭКСПЕР.ПРОИЗВ.МЕД.-БИО.ПРЕПАРАТОВ,15,Коррекция метаболизма
18019,49.0,ТВЕРСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
18021,600.0,СОФАРМА (ФАРМАХИМ),11,Сердечно-сосудистые средства
18022,1.0,НАТУР ПРОДУКТ (ФРАНЦИЯ),11,Сердечно-сосудистые средства
18023,49.0,ТВЕРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
18025,10.0,КНОЛЛЬ,7,Дерматология и венерология
18026,16.0,ТАТХИМФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
18058,1.0,ПОЛЬФА,5,Гормоны
18062,1.0,ГЕДЕОН РИХТЕР,8,Синтетические антибактериальные препараты
18069,15.0,БИОСИНТЕЗ,14,Купирование отравлений и интонсикаций
