DATE,STOREID,PRODID,HOUR,COUNT,SUM,NAME_x,NAME_y,FKGCODE,FKGNAME
2004-08-31,1,21269,20,1,201.3,Аптека 1,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-08-31,1,21270,20,1,109.86,Аптека 1,"Гексорал р-р наружн. 0,1 % фл. 200 мл кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-08-31,1,31050,11,1,40.01,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-08-31,1,33036,13,1,226.19,Аптека 1,Кальций-Д_3 Никомед форте табл.жев. с лимон. фл. 60 Nycomed Pharma,198,Витамины и витаминоподобные средства
2004-08-31,1,34687,17,1,36.78,Аптека 1,Квадевит табл.п.о. бан.полимерн. 30 пач.картон. 1 Ай Си Эн Октябрь,198,Витамины и витаминоподобные средства
2004-08-31,1,71804,13,1,21.15,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-08-31,1,71804,17,2,42.3,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-08-31,1,74841,18,1,15.13,Аптека 1,Хлорофиллипта раствор в масле 2% р-р масл. 2 % фл. 20 мл ОЗ ГНЦЛС,247,Антисептики и дезинфицирующие средства
2004-08-31,1,75406,9,1,140.94,Аптека 1,Центрум табл.п.о. фл. 30 кор. 1 Wyeth-Lederle,198,Витамины и витаминоподобные средства
2004-08-31,1,82154,16,1,25.06,Аптека 1,Хлорофиллипта раствор спиртовой 1% р-р спирт. 1 % фл. 100 мл Санкт-Петербургская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-08-31,2,32540,16,1,6.01,Аптека 2,Календулы настойка настойка фл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-08-31,2,33449,11,1,5.06,Аптека 2,Камфорное масло для наружного применения р-р масл.наружн. 10 % фл.темн.стекл. 30 мл пач.картон. 1 Ро,247,Антисептики и дезинфицирующие средства
2004-08-31,2,33449,20,1,5.06,Аптека 2,Камфорное масло для наружного применения р-р масл.наружн. 10 % фл.темн.стекл. 30 мл пач.картон. 1 Ро,247,Антисептики и дезинфицирующие средства
2004-08-31,2,82545,20,1,138.23,Аптека 2,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-08-31,2,83215,11,1,258.12,Аптека 2,Центрум табл.п.о. фл. 60 кор. 1 Lederle Parenterals Inc.,198,Витамины и витаминоподобные средства
2004-09-01,1,14185,20,1,9.35,Аптека 1,Бенсалитин (мазь мозольная) мазь туба 15 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-01,1,24910,16,1,29.01,Аптека 1,Декарис табл. 150 мг уп.контурн.яч. 1 кор. 1 Gedeon Richter,33,Иммуномодуляторы
2004-09-01,1,25445,19,1,162.39,Аптека 1,"Джунгли с минералами табл.жев. фл. 60 кор. 1 Sagmel, Inc.",198,Витамины и витаминоподобные средства
2004-09-01,1,27490,19,1,125.95,Аптека 1,Доктор Тайсс сироп с подорожником от кашля сироп фл. 100 мл кор. 1 Dr. Theiss Naturwaren,247,Антисептики и дезинфицирующие средства
2004-09-01,1,43723,19,1,7.29,Аптека 1,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-01,1,45810,12,1,143.36,Аптека 1,Мульти-табс Малыш табл.жев. бл. 15 кор. 2 Ferrosan,198,Витамины и витаминоподобные средства
2004-09-01,1,51407,19,1,78.63,Аптека 1,Олиговит табл.п.о. уп.контурн.яч. 10 пач.картон. 3 Ай Си Эн Октябрь,198,Витамины и витаминоподобные средства
2004-09-01,1,52458,12,1,51.06,Аптека 1,Панангин табл.п.о. фл. 50 кор. 1 Gedeon Richter,108,Микро- и макроэлементы
2004-09-01,1,71804,10,3,66.84,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-09-01,1,71804,12,1,22.28,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-09-01,1,82616,19,1,110.69,Аптека 1,"Джунгли с минералами табл.жев. фл. 30 кор. 1 Sagmel, Inc.",198,Витамины и витаминоподобные средства
2004-09-01,1,83052,12,1,9.84,Аптека 1,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Фармновация,247,Антисептики и дезинфицирующие средства
2004-09-01,2,32540,19,4,24.04,Аптека 2,Календулы настойка настойка фл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-01,2,43723,16,1,6.86,Аптека 2,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-01,2,56777,17,2,68.92,Аптека 2,Полудан пор.д/капель глазн. 200 мкг 100 ЕД фл. 5 мл [с крышк.-капельн.] кор. 1 ЛЭНС-Фарм,33,Иммуномодуляторы
2004-09-01,2,82545,10,1,138.23,Аптека 2,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-09-01,2,82545,18,1,138.23,Аптека 2,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-09-02,1,21270,11,1,98.76,Аптека 1,"Гексорал р-р наружн. 0,1 % фл. 200 мл кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-09-02,1,43723,13,2,14.58,Аптека 1,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-02,1,43723,14,2,14.02,Аптека 1,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-02,1,71804,19,1,22.28,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-09-02,1,79107,17,2,35.02,Аптека 1,Эвкалипта прутовидного листья лек.раст.сырье пак. 75 г пач.картон. 1 Красногорсклексредства,247,Антисептики и дезинфицирующие средства
2004-09-02,1,84769,17,1,33.19,Аптека 1,Анти-Ангин табл.д/рассас. уп. 12 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-02,1,84846,9,1,56.81,Аптека 1,Анти-Ангин табл.д/рассас. уп. 24 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-02,2,828,20,1,55.3,Аптека 2,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-09-02,2,11846,10,1,2.03,Аптека 2,Аскорутин табл. уп.контурн.б/яч. 10 Органика,198,Витамины и витаминоподобные средства
2004-09-02,2,14185,21,1,9.15,Аптека 2,Бенсалитин (мазь мозольная) мазь туба 15 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-02,2,31050,20,1,39.18,Аптека 2,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-02,2,33068,17,1,57.49,Аптека 2,Кальцинова табл. уп.контурн.яч. 9 кор. 3 KRKA,198,Витамины и витаминоподобные средства
2004-09-02,2,40372,19,1,11.15,Аптека 2,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Центрально-Европейская Фарма,247,Антисептики и дезинфицирующие средства
2004-09-03,1,477,12,5,11.9,Аптека 1,Аспаркам табл. уп.контурн.б/яч. 10 Медисорб,108,Микро- и макроэлементы
2004-09-03,1,828,14,1,53.18,Аптека 1,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-09-03,1,28092,19,1,69.03,Аптека 1,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-09-03,1,33514,19,1,8.53,Аптека 1,Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-03,1,40349,12,1,19.73,Аптека 1,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Нижфарм,247,Антисептики и дезинфицирующие средства
2004-09-03,1,40349,20,1,19.73,Аптека 1,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Нижфарм,247,Антисептики и дезинфицирующие средства
2004-09-03,1,41527,20,1,216.7,Аптека 1,Магне B_6 табл.п.о. бл. 10 кор. 5 Sanofi-Winthrop Industrie,198,Витамины и витаминоподобные средства
2004-09-03,1,82627,19,2,11.18,Аптека 1,Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. [с нож.амп.] Биомед НПО,33,Иммуномодуляторы
2004-09-03,1,84846,11,1,56.81,Аптека 1,Анти-Ангин табл.д/рассас. уп. 24 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-03,2,11496,20,1,72.22,Аптека 2,Артехолин экстр.жидк. для приема внутрь фл.темн.стекл. 40 г [с мерн.стак.] пач.картон. 1 Phytopharm,223,Желчегонные средства и препараты желчи
2004-09-03,2,28092,13,1,67.5,Аптека 2,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-09-03,2,43723,20,2,13.72,Аптека 2,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-04,1,7537,15,1,32.3,Аптека 1,Алликор табл. фл.пластик. 60 ИНАТ-ФАРМА,320,Биологически активные пищевые добавки
2004-09-04,1,14185,13,1,9.35,Аптека 1,Бенсалитин (мазь мозольная) мазь туба 15 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-04,1,28092,20,1,69.03,Аптека 1,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-09-04,1,31050,18,1,40.01,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-04,1,43723,13,1,7.01,Аптека 1,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-04,1,45911,20,1,18.44,Аптека 1,"Мумие алтайское очищенное табл. 0,2 г уп.контурн.б/яч. 10 Эвалар",48,Общетонизирующие средства и адаптогены
2004-09-04,1,82627,17,3,17.13,Аптека 1,Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. [с нож.амп.] Биомед НПО,33,Иммуномодуляторы
2004-09-04,1,84713,18,1,84.98,Аптека 1,Стрепсилс Плюс табл. бл. 12 Boots Healthcare International,247,Антисептики и дезинфицирующие средства
2004-09-04,2,2290,14,1,86.8,Аптека 2,Кальций-Д_3 Никомед табл.жев. с апельс. фл. 20 Nycomed Pharma,198,Витамины и витаминоподобные средства
2004-09-04,2,21269,12,1,208.21,Аптека 2,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-09-04,2,28092,13,1,67.5,Аптека 2,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-09-04,2,33338,18,1,27.74,Аптека 2,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-09-05,1,32540,13,1,5.78,Аптека 1,Календулы настойка настойка фл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-05,1,33338,10,1,36.49,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-09-05,1,33338,12,1,36.49,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-09-05,1,33338,13,1,26.13,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-09-05,1,41527,18,1,216.7,Аптека 1,Магне B_6 табл.п.о. бл. 10 кор. 5 Sanofi-Winthrop Industrie,198,Витамины и витаминоподобные средства
2004-09-05,1,43723,15,1,7.01,Аптека 1,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-05,1,52458,14,1,51.06,Аптека 1,Панангин табл.п.о. фл. 50 кор. 1 Gedeon Richter,108,Микро- и макроэлементы
2004-09-05,1,57168,18,1,132.14,Аптека 1,Прегнавит капс. бл. 10 кор. 3 Merckle,198,Витамины и витаминоподобные средства
2004-09-05,2,1138,13,1,100.67,Аптека 2,Витрум Кальциум + Витамин Д_3 табл.п.о. фл.ПЭ 30 пач.картон. 1 Unipharm,198,Витамины и витаминоподобные средства
2004-09-05,2,10350,21,1,49.47,Аптека 2,Анти-Ангин табл.д/рассас. уп.контурн.яч. 10 пач.картон. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-05,2,40372,17,1,11.15,Аптека 2,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Центрально-Европейская Фарма,247,Антисептики и дезинфицирующие средства
2004-09-05,2,62773,14,1,35.85,Аптека 2,Себидин табл.д/рассас. бл. 20 кор. 1 Glaxo Wellcome Poznan,247,Антисептики и дезинфицирующие средства
2004-09-05,2,62773,19,1,35.85,Аптека 2,Себидин табл.д/рассас. бл. 20 кор. 1 Glaxo Wellcome Poznan,247,Антисептики и дезинфицирующие средства
2004-09-05,2,83794,10,1,4.78,Аптека 2,Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-05,2,83794,18,2,9.56,Аптека 2,Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-06,1,10650,9,1,15.35,Аптека 1,Анузол супп.рект. уп.контурн.яч. 5 пач.картон. 2 Дальхимфарм,247,Антисептики и дезинфицирующие средства
2004-09-06,1,21269,12,1,201.3,Аптека 1,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-09-06,1,31050,11,1,40.01,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-06,1,31050,13,1,40.01,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-06,1,32540,10,1,5.78,Аптека 1,Календулы настойка настойка фл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-06,1,33514,10,1,8.53,Аптека 1,Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-06,1,79052,17,1,3.91,Аптека 1,Эвкалипта настойка настойка фл. 25 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-06,1,84769,14,1,33.3,Аптека 1,Анти-Ангин табл.д/рассас. уп. 12 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-06,1,84769,16,1,33.3,Аптека 1,Анти-Ангин табл.д/рассас. уп. 12 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-06,2,31050,20,1,39.18,Аптека 2,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-06,2,43723,13,1,6.86,Аптека 2,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тверская фармфабрика,50,Местные анестетики
2004-09-06,2,56777,13,1,34.46,Аптека 2,Полудан пор.д/капель глазн. 200 мкг 100 ЕД фл. 5 мл [с крышк.-капельн.] кор. 1 ЛЭНС-Фарм,33,Иммуномодуляторы
2004-09-06,2,66647,16,1,129.42,Аптека 2,Супрадин Рош табл.шип. туба 10 кор. 1 Laboratoires Roche-Nicholas,198,Витамины и витаминоподобные средства
2004-09-06,2,79038,19,2,7.8,Аптека 2,Эвкалипта настойка настойка фл. 25 мл Санкт-Петербургская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-07,1,11292,17,1,132.23,Аптека 1,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 ЛЭНС-Фарм",33,Иммуномодуляторы
2004-09-07,1,21269,11,1,202.4,Аптека 1,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-09-07,1,24910,10,1,29.15,Аптека 1,Декарис табл. 150 мг уп.контурн.яч. 1 кор. 1 Gedeon Richter,33,Иммуномодуляторы
2004-09-07,1,32270,17,1,39.41,Аптека 1,Йокс р-р наружн. фл.темн.стекл. 50 мл [с мерн.крыш.] пач.картон. 1 Ivax-CR a.s.,247,Антисептики и дезинфицирующие средства
2004-09-07,1,32273,13,1,69.31,Аптека 1,Йокс спрей фл.с расп. 30 мл [с апплик.] пач.картон. 1 Ivax-CR a.s.,247,Антисептики и дезинфицирующие средства
2004-09-07,1,32540,14,1,5.78,Аптека 1,Календулы настойка настойка фл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-07,1,33447,12,1,4.86,Аптека 1,Камфорное масло для наружного применения р-р масл.наружн. 10 % фл.темн.стекл. 30 мл Тверская фармфаб,247,Антисептики и дезинфицирующие средства
2004-09-07,1,45448,13,1,50.89,Аптека 1,"Морской кальций биобаланс кальций-железо-марганец-медь табл. 0,6 г бан.полимерн. 100 Экомир",108,Микро- и макроэлементы
2004-09-07,1,82545,17,1,132.91,Аптека 1,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-09-07,1,84769,16,1,33.3,Аптека 1,Анти-Ангин табл.д/рассас. уп. 12 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-07,2,10350,13,1,49.47,Аптека 2,Анти-Ангин табл.д/рассас. уп.контурн.яч. 10 пач.картон. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-07,2,14185,18,1,9.15,Аптека 2,Бенсалитин (мазь мозольная) мазь туба 15 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-07,2,32273,12,1,67.24,Аптека 2,Йокс спрей фл.с расп. 30 мл [с апплик.] пач.картон. 1 Ivax-CR a.s.,247,Антисептики и дезинфицирующие средства
2004-09-07,2,32427,18,1,63.92,Аптека 2,Калгель гель зубн. туба 10 г пач.картон. 1 Glaxo Wellcome Operations,50,Местные анестетики
2004-09-07,2,32438,17,1,96.72,Аптека 2,"Бальзам для губ Календула Доктор Тайсс бальзам наружн. пен. 4,8 г уп.карт. 1 Dr. Theiss Naturwaren",247,Антисептики и дезинфицирующие средства
2004-09-07,2,32540,15,1,4.62,Аптека 2,Календулы настойка настойка фл. 40 мл Ярославская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-07,2,40372,17,1,11.15,Аптека 2,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Центрально-Европейская Фарма,247,Антисептики и дезинфицирующие средства
2004-09-07,2,45816,18,1,136.62,Аптека 2,Мульти-табс Юниор табл.жев. с малин.-клубн. бл. 15 кор. 2 Ferrosan,198,Витамины и витаминоподобные средства
2004-09-07,2,75406,21,1,147.29,Аптека 2,Центрум табл.п.о. фл. 30 кор. 1 Wyeth-Lederle,198,Витамины и витаминоподобные средства
2004-09-07,2,82616,18,1,109.8,Аптека 2,"Джунгли с минералами табл.жев. фл. 30 кор. 1 Sagmel, Inc.",198,Витамины и витаминоподобные средства
2004-09-07,2,84769,12,1,34.63,Аптека 2,Анти-Ангин табл.д/рассас. уп. 12 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-08,1,828,15,1,53.18,Аптека 1,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-09-08,1,2291,10,1,292.13,Аптека 1,Кальций-Д_3 Никомед табл.жев. с апельс. фл. 100 Nycomed Pharma,198,Витамины и витаминоподобные средства
2004-09-08,1,11308,11,1,123.61,Аптека 1,Аргосульфан крем 2 % туба 40 г кор. 1 Jelfa S.A.,247,Антисептики и дезинфицирующие средства
2004-09-08,1,21270,16,1,109.86,Аптека 1,"Гексорал р-р наружн. 0,1 % фл. 200 мл кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-09-08,1,28092,19,1,69.03,Аптека 1,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-09-08,1,33338,18,1,36.49,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-09-08,1,33447,11,1,4.86,Аптека 1,Камфорное масло для наружного применения р-р масл.наружн. 10 % фл.темн.стекл. 30 мл Тверская фармфаб,247,Антисептики и дезинфицирующие средства
2004-09-08,1,33514,11,1,8.53,Аптека 1,Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-08,1,33514,12,1,8.53,Аптека 1,Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-08,1,45911,18,1,18.44,Аптека 1,"Мумие алтайское очищенное табл. 0,2 г уп.контурн.б/яч. 10 Эвалар",48,Общетонизирующие средства и адаптогены
2004-09-08,1,52458,18,1,47.58,Аптека 1,Панангин табл.п.о. фл. 50 кор. 1 Gedeon Richter,108,Микро- и макроэлементы
2004-09-08,1,57923,19,1,188.89,Аптека 1,Прокто-Гливенол крем туба 30 г кор. 1 Novartis Consumer Health SA,50,Местные анестетики
2004-09-08,1,71804,9,2,43.72,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-09-08,1,75406,10,1,138.71,Аптека 1,Центрум табл.п.о. фл. 30 кор. 1 Wyeth-Lederle,198,Витамины и витаминоподобные средства
2004-09-08,1,83215,10,1,245.2,Аптека 1,Центрум табл.п.о. фл. 60 кор. 1 Lederle Parenterals Inc.,198,Витамины и витаминоподобные средства
2004-09-08,1,83563,18,1,45.73,Аптека 1,Доктор Тайсс Эвкалипт леденцы 50 г Dr. Theiss Naturwaren,247,Антисептики и дезинфицирующие средства
2004-09-08,2,10350,15,1,48.93,Аптека 2,Анти-Ангин табл.д/рассас. уп.контурн.яч. 10 пач.картон. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-08,2,10350,17,1,52.98,Аптека 2,Анти-Ангин табл.д/рассас. уп.контурн.яч. 10 пач.картон. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-08,2,24061,20,1,142.51,Аптека 2,Гриппферон капли наз. 10000 МЕ/мл фл.-кап. 10 мл кор. 1 Фирн М,33,Иммуномодуляторы
2004-09-08,2,28092,20,1,68.07,Аптека 2,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-09-08,2,31050,17,1,39.18,Аптека 2,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-08,2,33338,18,1,27.74,Аптека 2,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-09-08,2,33340,20,1,39.73,Аптека 2,Каметон аэроз. бал.аэроз. 30 г [с доз.устр.] пач.картон. 1 Мосхимфармпрепараты,247,Антисептики и дезинфицирующие средства
2004-09-09,1,477,17,2,4.76,Аптека 1,Аспаркам табл. уп.контурн.б/яч. 10 Медисорб,108,Микро- и макроэлементы
2004-09-09,1,828,16,1,41.63,Аптека 1,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-09-09,1,828,19,3,124.89,Аптека 1,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-09-09,1,10350,18,1,44.69,Аптека 1,Анти-Ангин табл.д/рассас. уп.контурн.яч. 10 пач.картон. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-09-09,1,12007,19,1,62.7,Аптека 1,"Аспирин плюс C табл.раствор. 10 BIFA, Bayer",198,Витамины и витаминоподобные средства
2004-09-09,1,14185,15,1,9.35,Аптека 1,Бенсалитин (мазь мозольная) мазь туба 15 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-09-09,1,21269,16,1,202.4,Аптека 1,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-09-09,1,24061,15,1,137.03,Аптека 1,Гриппферон капли наз. 10000 МЕ/мл фл.-кап. 10 мл кор. 1 Фирн М,33,Иммуномодуляторы
2004-09-09,1,28560,17,1,31.3,Аптека 1,Желудочно-кишечный сбор сбор лек. фильтр-пак. 2 г пач.картон. 20 Красногорсклексредства,223,Желчегонные средства и препараты желчи
2004-09-09,1,31050,12,1,40.01,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-09,1,31050,14,1,40.01,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-09,1,31050,16,1,40.01,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-09-09,1,32273,10,1,69.31,Аптека 1,Йокс спрей фл.с расп. 30 мл [с апплик.] пач.картон. 1 Ivax-CR a.s.,247,Антисептики и дезинфицирующие средства
2004-09-09,1,32273,17,1,69.31,Аптека 1,Йокс спрей фл.с расп. 30 мл [с апплик.] пач.картон. 1 Ivax-CR a.s.,247,Антисептики и дезинфицирующие средства
2004-09-09,1,33338,17,2,72.98,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-09-09,1,33338,18,1,26.13,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
